NUTS3;NUTS-3 LATIN;NUTS2;NUTS-2 LATIN;NUTS-1;Urban/Rural;Metropolitaans;Maritiem
EL301 - Βόρειος Τομέας Αθηνών (Voreios Tomeas Athinon);null;EL30 - Aττική (Attiki);null;EL3 - ATTIKΗ (ATTIKI);;;
EL302 - Δυτικός Τομέας Αθηνών (Dytikos Tomeas Athinon);null;EL30 - Aττική (Attiki);null;EL3 - ATTIKΗ (ATTIKI);;;
EL303 - Κεντρικός Τομέας Αθηνών (Kentrikos Tomeas Athinon);null;EL30 - Aττική (Attiki);null;EL3 - ATTIKΗ (ATTIKI);;;
EL304 - Νότιος Τομέας Αθηνών (Notios Tomeas Athinon);null;EL30 - Aττική (Attiki);null;EL3 - ATTIKΗ (ATTIKI);;;
EL305 - Ανατολική Αττική (Anatoliki Attiki);null;EL30 - Aττική (Attiki);null;EL3 - ATTIKΗ (ATTIKI);;;
EL306 - Δυτική Αττική (Dytiki Attiki);null;EL30 - Aττική (Attiki);null;EL3 - ATTIKΗ (ATTIKI);;;
EL307 - Πειραιάς, Νήσοι (Peiraias, Nisoi);null;EL30 - Aττική (Attiki);null;EL3 - ATTIKΗ (ATTIKI);;;
EL411 - Λέσβος, Λήμνος (Lesvos, Limnos);null;EL41 - Βόρειο Αιγαίο (Voreio Aigaio);null;EL4 - NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI);;;
EL412 - Ικαρία, Σάμος (Ikaria, Samos);null;EL41 - Βόρειο Αιγαίο (Voreio Aigaio);null;EL4 - NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI);;;
EL413 - Χίος (Chios);null;EL41 - Βόρειο Αιγαίο (Voreio Aigaio);null;EL4 - NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI);;;
EL421 - Κάλυμνος, Κάρπαθος, Κως, Ρόδος (Kalymnos, Karpathos, Kos, Rodos);null;EL42 - Νότιο Αιγαίο (Notio Aigaio);null;EL4 - NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI);;;
EL422 - Άνδρος, Θήρα, Κέα, Μήλος, Μύκονος, Νάξος, Πάρος, Σύρος, Τήνος (Andros, Thira, Kea, Milos, Mykonos, Naxos, Paros,  Syros, Tinos);null;EL42 - Νότιο Αιγαίο (Notio Aigaio);null;EL4 - NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI);;;
EL431 - Ηράκλειο (Irakleio);null;EL43 - Κρήτη (Kriti);null;EL4 - NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI);;;
EL432 - Λασίθι (Lasithi);null;EL43 - Κρήτη (Kriti);null;EL4 - NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI);;;
EL433 - Ρεθύμνη (Rethymni);null;EL43 - Κρήτη (Kriti);null;EL4 - NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI);;;
EL434 - Χανιά (Chania);null;EL43 - Κρήτη (Kriti);null;EL4 - NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI);;;
EL511 - Έβρος (Evros);null;EL51 - Aνατολική Μακεδονία, Θράκη (Anatoliki Makedonia, Thraki);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL512 - Ξάνθη (Xanthi);null;EL51 - Aνατολική Μακεδονία, Θράκη (Anatoliki Makedonia, Thraki);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL513 - Ροδόπη (Rodopi);null;EL51 - Aνατολική Μακεδονία, Θράκη (Anatoliki Makedonia, Thraki);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL514 - Δράμα (Drama);null;EL51 - Aνατολική Μακεδονία, Θράκη (Anatoliki Makedonia, Thraki);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL515 - Θάσος, Καβάλα (Thasos, Kavala);null;EL51 - Aνατολική Μακεδονία, Θράκη (Anatoliki Makedonia, Thraki);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL521 - Ημαθία (Imathia);null;EL52 - Κεντρική Μακεδονία (Kentriki Makedonia);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL522 - Θεσσαλονίκη (Thessaloniki);null;EL52 - Κεντρική Μακεδονία (Kentriki Makedonia);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL523 - Κιλκίς (Kilkis);null;EL52 - Κεντρική Μακεδονία (Kentriki Makedonia);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL524 - Πέλλα (Pella);null;EL52 - Κεντρική Μακεδονία (Kentriki Makedonia);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL525 - Πιερία (Pieria);null;EL52 - Κεντρική Μακεδονία (Kentriki Makedonia);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL526 - Σέρρες (Serres);null;EL52 - Κεντρική Μακεδονία (Kentriki Makedonia);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL527 - Χαλκιδική (Chalkidiki);null;EL52 - Κεντρική Μακεδονία (Kentriki Makedonia);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL531 - Γρεβενά, Κοζάνη (Grevena, Kozani);null;EL53 - Δυτική Μακεδονία (Dytiki Makedonia);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL532 - Καστοριά (Kastoria);null;EL53 - Δυτική Μακεδονία (Dytiki Makedonia);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL533 - Φλώρινα (Florina);null;EL53 - Δυτική Μακεδονία (Dytiki Makedonia);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL541 - Άρτα, Πρέβεζα (Arta, Preveza);null;EL54 - Ήπειρος (Ipeiros);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL542 - Θεσπρωτία (Thesprotia);null;EL54 - Ήπειρος (Ipeiros);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL543 - Ιωάννινα (Ioannina);null;EL54 - Ήπειρος (Ipeiros);null;EL5 - ΒΟΡΕΙΑ ΕΛΛΑΔΑ (VOREIA ELLADA);;;
EL611 - Καρδίτσα, Τρίκαλα (Karditsa, Trikala);null;EL61 - Θεσσαλία (Thessalia);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL612 - Λάρισα (Larisa);null;EL61 - Θεσσαλία (Thessalia);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL613 - Μαγνησία (Magnisia);null;EL61 - Θεσσαλία (Thessalia);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL621 - Ζάκυνθος (Zakynthos);null;EL62 - Ιόνια Νησιά (Ionia Nisia);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL622 - Κέρκυρα (Kerkyra);null;EL62 - Ιόνια Νησιά (Ionia Nisia);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL623 - Ιθάκη, Κεφαλληνία (Ithaki, Kefallinia);null;EL62 - Ιόνια Νησιά (Ionia Nisia);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL624 - Λευκάδα (Lefkada);null;EL62 - Ιόνια Νησιά (Ionia Nisia);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL631 - Αιτωλοακαρνανία (Aitoloakarnania);null;EL63 - Δυτική Ελλάδα (Dytiki Ellada);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL632 - Αχαΐα (Achaia);null;EL63 - Δυτική Ελλάδα (Dytiki Ellada);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL633 - Ηλεία (Ileia);null;EL63 - Δυτική Ελλάδα (Dytiki Ellada);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL641 - Βοιωτία (Voiotia);null;EL64 - Στερεά Ελλάδα (Sterea Ellada);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL642 - Εύβοια (Evvoia);null;EL64 - Στερεά Ελλάδα (Sterea Ellada);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL643 - Ευρυτανία (Evrytania);null;EL64 - Στερεά Ελλάδα (Sterea Ellada);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL644 - Φθιώτιδα (Fthiotida);null;EL64 - Στερεά Ελλάδα (Sterea Ellada);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL645 - Φωκίδα (Fokida);null;EL64 - Στερεά Ελλάδα (Sterea Ellada);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
EL651 - Αργολίδα, Αρκαδία (Argolida, Arkadia);null;EL65 - Πελοπόννησος (Peloponnisos);null;EL6 - ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ (KENTRIKI ELLADA);;;
